"Cryptogram","Label"
"DLCKXPO XMZMAC MQ K TCOVPOZGOACN EAKHCWMA TSSBRYV IQDEZVMQRIB SR  GD MQ KR MPJGMMYV TSLPGMERSSL YJ RRI YCWMMMYDMMX JMB XFOERBI GX LGQLCB IBEGYDMMX XFO NMEVLKP AYZCBW RRIYDIP KVRC AGDL Y PSAEW MX TCBJM",1
"NMDPIPORR MCAVSRSHCC LYFI NBSROML CIOEILMIQ GLGML CXKCXHCB HGPJCBILD FGYTFIWGMEJ KRB PYLMXGYRYV TPYTCBXGOW RY FC OBNBIQCIB SR BSJDOVCXX MBKYXW DYV CHEKZPC MCAVSRSHCC JPYQ YOVGKP MBKYXW NYWQOWQ DMERXCB",1
"MVYSKFKPJ GEQ OWRKFJSWFOH GX  FW DLC CGMD AGVPGKQ PKXRBEW DLC YALOV MP E JKVEO JYBQ IVMNPSLDIGX AFSGF KX RRI RSQC GEQ KR FYYPC NMEVLOC ZI LMBWCMEPBMYQI RY XFO RMBXF YJ RRI ZEWRVMLQ QGXMLQ XMGR MP NMRE",1
"DLC WEGX RYDYPKP DOEREVC YJ ABEGQLYVP GC XFO GYCGYNMLQ VMMOW GEROVDKPJ YR RRI ZBEYWJMXXCSR QZVSSX YD XFO RMBXFGIQD GMBRCB SD DLC CYZEVZ SX DVSUC CCKVPYYLN FSD FCMSKOW Y ZEPDMAEPYBPW NVYWERSG QZIADEAVI",1
"DVMZMAKP QDSPW VYMLCV AYC XFO SLVC RBSNSGYV GWMPMXI RY QYUI JKRBPEJV HSBMLQ XFO  TYMMDSG FEVPSGYXI QOEQYR RRI RGILDCDYYPDL RBSNSGYV HCZVCCWGYR YXH CSKFDICXXF XEKOH QDSPW VYMLCV HCFIJYTCN SL CINDIKLIP",1
"DLC NINBIQCMMX MLDILCMDSIB SRRY E RBSNSGYV WRYVK KJROV RRVCO HYIW YXH UKW LKQCN VYMLCV FW DLC XERSSLKP FEVPSGYXI AORROV PKGFOP AYRRSRSOH RY WROEBSPW CXPOREDLCX ELN TCKOCN EQ K WRBSLQ  QNR  OKR XPYTGME",1
"DLC YVGQMLC SD BEARIJ MEL LI RBEAOH ZKGI DS Y DVMZMAKP UKZC DLYD QMFIB YJD DLC GIQD GMKWR KJPSGY SR KSHQOTROQZOV  GD QMFIB GIQDAYBH GXXM DLC MEPSFZOEL CIY GMRRSSD WGQRGPMAKRR NITOPMZQCXX NYSPVC MBKYXM",1
"OEPVC MX WCZXCWFCB  XFO XUORRIJMEVRR XPYTGMEJ NINBIQCMMX SD DLC CIYCSL REB NITOPMZIB RSUOZCB SNOVYDMMXEJVC GD AYC RMD AYBRCN YNYR SXXGV XFO WWCXCW AYC PMMEROH  KS  OK CSSDL MP FYTE AKPGPSPXMY CYP YR Q",1
"KJROV KKMLDEGXMLQ MRC MLDILCMRI JMB  LMEVQ BEARIJ WEBO PYXHDKPJ KX NOEI SRRORQSXW XIYB XFO WMEXFOVL DMN YJ ZKNY MEJSJMBRGK WSB WRBSLQ AGXH QRIYB TPOZCXXCN EBNMRSSLKP GXXCXWGPMAKXGYR BOWNSXC WSTSRE SRR",1
"ZVGYV RY XFO EPBMTKP MP VYMLCV XFO QCHMAKR EYZCBRKORR SWQEIB K XPYTGMEJ CXMBQ UKXAR JMB WMEXFOVL LEHK GYVMDYVLSE QEV CXGMWTYCWGXK YBIYC WMEXF YJ JK TYJ SL YGRYFCB  EQ BEARIJ WSTOH AVSQOV RY XFO EPOE R",1
"UELQEPYS AKVC YV IKREKVMY QMDLCB GYBI IWG QYQCDMKOW AKPJOH QUMLDSQUML MEPO MQ K XCMLLSUSO SD XIULSPX GYBI URIPO FYLMCC EPO OCZX QUMLDSQUML GMRR E NKVCXX RITGMEJVC RRIGB QMDLCB MR SW KYWR MSKWSLVC SCIB",1
"UELQEPYS AKVC CICUW RY TPYZGNI POWRYVCN GJYWCXIQC SD DLC XIULSPX AGDL DKQGVC KOQZOVQ LC NVEASRE DLC SRDKRR SR BSVCMX QUMLDSQUML MSLDEAD AGDL MXI MP XFOQ RRMQ ORQEVCC TFIWGYPMQMAKP YXH NCCARSJYKGMEJ GE",1
"DLCCI AYPMLMLO SJN AMBPB WSLUIWC RYDMTO XM CSSDLCKWR KWGK LYFI YX IVDVCWIJI WRBMISRE KTNOEPKRAO XFO VCNWFKRIOH BYYA MLYBEADIPSWRSGYVPW REQ LVGQLR WEPYSL VIEC ELN VCNHGCL NKXARIQ KVMERB DLC OCCC ML MSL",1
"DLCI PGFI GX WKKPJ PEKSPW QVMETQ RIYNIB LC MXI YNYJD QYVI Y CMLQPC QVMET KKC FKZC CITOVYV EBEPR PIKKPCC ELN QYXC ARMJNVCX CMERE WEJOW SXEDPMJSEROH USXF K JYWMJI KPYYN YJROR KKOC DLCSV MGR RBSMZW DOQYV",1
"KGAYVBSRE DS JOKCXH RRI NBMTKXCOV HOEL VEDSXRO EIK NMRR JKJGDXC YALOH Y LYQSRCCW FOVC SR RRI CKVJI XF MILDYPI EQ GMRR QYXC RRMLQW GXZMVZGXK RRI JKJGDXCC MLMPSNMLQ XFO TMCWGLMJSXW DLYD XFOC SCIB DLC CX",1
"DLC ZEPORRC SD K WRSPJLSPX JCDYQ CYCN JMB APYREPYJ NIYDL YXH RRI RBMYV GMEVR NMQWMQCIB DLC MSKZPYSRR YR RRI EBSSXHQ DLYD XFOVC GEQ XS QEGF MESCI MP EADMMX XFO WSZVCWI AYYPD SD YLGY LCVH RRER K GYEWC Y",1
"KW UOPJ KW JOEB CMLQIP ZESV QAQYGXRCCW RRI JSRCET DYV RRI YVFSW MLMPSNIQ NVSWQCB AGVP KYVPSWMX KSSXYBMQD ELN TPYHSMIP MLYBPGO LMCOWXW JKYPSI LYVUYSB YR ZKWQ PMYMLPK WFKRIC SL LELTS YXH ZOR EERLOVW YR",1
"XSRKFJO YPOMJSXCC EPO XFO RMFS SBIG KRB DLC QSYVTYBE YVWM XEKOH DYV RRI RYAL SR URMAR MR VELNIB QSYVTYBE YCWYW MLNMY YR  MMXMLIP  DMLI EQDIPYMB  DG CXXCBIB OEPDLQ KXKYWNRIPO ELN IVZPMNIB KR CCXGWEROH",1
"K XCMLLSGYV RYWI DYV SBIGVMRO AMEPB LI MVMTSRCZMEOSLSXC KGFYRBBMRO GMWTYBIB DS KYWR YXFOV KOXCYVGDIQ EVCSPGDIQ DILN XM RETO E FSKF ZIPMILDEEO SD MEPLSL KZCBEEO  FW GIGQLR SR RRI DYVK YJ EBENRMRO ELN R",1
